Id,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,Crisis,MSSubClass,OverallQual,OverallCond,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,X3SsnPorch,PoolArea,MoSold,YrSold,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MiscVal,SalePrice,Reforma
460,RL,Pave,,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Detchd,Unf,TA,TA,Y,,,,WD,Normal,Si,50,5,4,1,0,1,0,3,1,5,1,1,0,0,7,2009,,7015.0,1950.0,1950,161.0,185.0,0.0,524.0,709.0,979.0,224.0,0.0,1203.0,1950.0,352.0,0.0,0.0,,0.0,0.0,110000,59
461,FV,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,BuiltIn,Fin,TA,TA,Y,,,,New,Partial,Si,60,8,5,1,0,2,1,3,1,8,0,2,0,0,12,2009,75.0,8004.0,2009.0,2009,110.0,544.0,0.0,288.0,832.0,832.0,1103.0,0.0,1935.0,2009.0,552.0,0.0,150.0,0.0,0.0,0.0,263435,0
462,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,Gd,Gd,PConc,Gd,Gd,No,ALQ,BLQ,GasA,Ex,Y,SBrkr,Gd,Typ,,Detchd,RFn,TA,TA,Y,,MnPrv,,WD,Normal,Si,70,7,9,1,0,1,0,3,1,6,0,2,0,0,4,2009,60.0,7200.0,1936.0,2007,0.0,350.0,,0.0,560.0,575.0,560.0,0.0,1135.0,1971.0,576.0,256.0,0.0,0.0,0.0,0.0,155000,2
463,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,Gd,Y,SBrkr,TA,Typ,Po,Detchd,Unf,TA,TA,Y,,GdWo,,WD,Normal,Si,20,5,5,0,0,1,0,3,1,5,1,1,0,0,12,2009,60.0,8281.0,1965.0,1965,0.0,553.0,,0.0,864.0,864.0,0.0,0.0,864.0,1965.0,360.0,0.0,0.0,,0.0,0.0,62383,44
464,RL,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Stucco,,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Fa,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,,,,WD,Normal,Si,70,6,7,0,0,1,1,3,1,6,1,1,0,0,8,2008,74.0,11988.0,1934.0,1995,0.0,326.0,0.0,389.0,715.0,849.0,811.0,0.0,1660.0,1939.0,240.0,0.0,0.0,0.0,0.0,0.0,188700,13
465,RL,Pave,,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,,,,,,Y,,,,WD,Normal,Si,20,5,5,0,0,2,0,3,1,5,0,0,0,0,8,2009,60.0,8430.0,1978.0,1978,136.0,616.0,0.0,424.0,1040.0,1040.0,0.0,0.0,1040.0,,0.0,0.0,0.0,0.0,0.0,0.0,124000,31
466,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,120,7,5,0,0,2,0,2,1,6,1,2,0,0,5,2006,,3072.0,2004.0,2004,18.0,0.0,0.0,1375.0,1375.0,1414.0,0.0,0.0,1414.0,2004.0,398.0,144.0,20.0,0.0,0.0,0.0,178740,2
467,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,,TA,Gd,CBlock,TA,Gd,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Po,Attchd,Unf,TA,TA,Y,,GdWo,,WD,Normal,No,20,7,5,1,0,1,0,2,1,5,1,2,0,0,4,2007,85.0,10628.0,1970.0,1970,0.0,778.0,0.0,499.0,1277.0,1277.0,0.0,0.0,1277.0,1970.0,526.0,0.0,0.0,0.0,,0.0,167000,37
468,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,Stone,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,,,,WD,Normal,No,70,5,7,0,0,1,1,3,1,7,2,1,0,0,6,2007,79.0,9480.0,1942.0,1995,224.0,386.0,0.0,342.0,728.0,888.0,756.0,0.0,1644.0,1942.0,312.0,168.0,0.0,0.0,0.0,0.0,146500,12
469,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,20,8,5,0,0,2,0,3,1,7,1,3,0,0,5,2007,98.0,11428.0,2006.0,2006,248.0,0.0,0.0,1626.0,1626.0,1634.0,0.0,0.0,1634.0,2006.0,866.0,0.0,44.0,0.0,0.0,0.0,250000,1
470,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,60,6,5,0,0,2,1,3,1,7,0,2,0,0,6,2008,76.0,9291.0,1993.0,1993,120.0,426.0,0.0,406.0,832.0,832.0,878.0,0.0,1710.0,1993.0,506.0,144.0,70.0,0.0,0.0,0.0,187000,15
471,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,,Gd,TA,PConc,Gd,TA,Av,GLQ,BLQ,GasA,TA,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,120,8,5,1,0,1,1,1,1,4,0,2,0,0,6,2010,,6820.0,1985.0,1985,0.0,368.0,,0.0,1488.0,1502.0,0.0,0.0,1502.0,1985.0,528.0,0.0,54.0,0.0,,0.0,212000,25
472,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,Mansard,WdShake,WdShing,Plywood,,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,60,7,6,0,0,2,1,3,1,8,1,2,0,0,11,2007,92.0,11952.0,1977.0,1977,0.0,0.0,0.0,808.0,808.0,1161.0,808.0,0.0,1969.0,1977.0,534.0,0.0,0.0,0.0,,0.0,190000,30
473,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Basment,RFn,TA,TA,Y,,,,WD,Normal,Si,180,6,5,1,0,1,0,2,1,5,0,2,0,0,6,2008,35.0,3675.0,2005.0,2005,80.0,459.0,0.0,88.0,547.0,1072.0,0.0,0.0,1072.0,2005.0,525.0,0.0,28.0,0.0,0.0,0.0,148000,3
474,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Ex,Attchd,RFn,TA,TA,Y,,,,New,Partial,No,20,8,5,1,0,2,0,2,1,7,1,3,0,0,7,2007,110.0,14977.0,2006.0,2007,304.0,1350.0,0.0,626.0,1976.0,1976.0,0.0,0.0,1976.0,2006.0,908.0,250.0,63.0,0.0,0.0,0.0,440000,0
475,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,120,8,5,1,0,2,0,2,1,6,0,2,0,0,8,2007,41.0,5330.0,2000.0,2000,0.0,1196.0,0.0,298.0,1494.0,1652.0,0.0,0.0,1652.0,2000.0,499.0,96.0,48.0,0.0,0.0,0.0,251000,7
476,RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,No,20,5,6,1,0,1,0,2,1,5,0,2,0,0,7,2007,80.0,8480.0,1963.0,1963,0.0,630.0,0.0,340.0,970.0,970.0,0.0,0.0,970.0,1996.0,624.0,0.0,24.0,0.0,,0.0,132500,44
477,RL,Pave,,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,,,,WD,Normal,Si,20,6,5,1,0,2,0,3,1,7,1,2,0,0,4,2008,75.0,13125.0,1997.0,1998,215.0,994.0,0.0,484.0,1478.0,1493.0,0.0,0.0,1493.0,1997.0,508.0,140.0,39.0,0.0,0.0,0.0,208900,10
478,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,,,,WD,Normal,No,60,9,5,0,0,2,1,3,1,9,1,3,0,0,3,2007,105.0,13693.0,2006.0,2006,,0.0,0.0,,,2069.0,574.0,0.0,2643.0,2006.0,694.0,414.0,84.0,0.0,0.0,0.0,380000,1
479,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,20,8,5,1,0,2,0,3,1,7,1,3,0,0,9,2009,79.0,10637.0,2007.0,2008,336.0,1288.0,0.0,417.0,1705.0,1718.0,0.0,0.0,1718.0,2007.0,826.0,208.0,44.0,0.0,0.0,0.0,297000,1
480,RM,Pave,,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Stucco,Stucco,BrkCmn,TA,TA,BrkTil,Fa,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,MnPrv,,WD,Alloca,No,30,4,7,0,0,1,0,2,1,7,0,2,0,0,3,2007,50.0,5925.0,1937.0,2000,,168.0,0.0,739.0,907.0,1131.0,0.0,0.0,1131.0,1995.0,672.0,0.0,72.0,0.0,0.0,0.0,89471,7
481,RL,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,20,9,5,1,0,2,0,3,1,8,1,3,0,0,3,2006,98.0,16033.0,2004.0,2005,378.0,1261.0,0.0,572.0,1833.0,1850.0,0.0,0.0,1850.0,2004.0,772.0,,112.0,0.0,0.0,0.0,326000,1
482,RL,Pave,,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,WD,Normal,No,20,9,5,1,0,2,0,2,1,6,1,3,0,0,8,2006,72.0,11846.0,2003.0,2004,,1567.0,0.0,225.0,1792.0,1792.0,0.0,0.0,1792.0,2003.0,874.0,206.0,49.0,0.0,0.0,0.0,374000,2
483,RM,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Stucco,,Gd,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Ex,Min2,Gd,Attchd,Unf,Fa,Fa,Y,,,,WD,Normal,Si,70,7,8,1,0,1,1,4,1,7,1,1,0,0,6,2009,50.0,2500.0,1915.0,2005,0.0,299.0,0.0,611.0,910.0,916.0,910.0,0.0,1826.0,1915.0,164.0,0.0,0.0,0.0,0.0,0.0,155000,4
484,RM,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,,,,WD,Normal,No,120,6,5,1,0,2,0,2,1,5,0,2,0,0,5,2006,32.0,4500.0,1998.0,1998,116.0,897.0,0.0,319.0,1216.0,1216.0,0.0,0.0,1216.0,1998.0,402.0,0.0,125.0,0.0,0.0,0.0,164000,8
485,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,No,20,5,7,1,0,1,0,3,1,6,0,1,0,0,3,2007,,7758.0,1962.0,2001,0.0,588.0,0.0,411.0,999.0,999.0,0.0,0.0,999.0,1963.0,264.0,0.0,132.0,0.0,0.0,0.0,132500,6
486,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,,,,WD,Normal,Si,20,5,7,0,0,1,0,3,1,5,1,1,0,0,7,2009,80.0,9600.0,1950.0,2007,0.0,607.0,0.0,506.0,1113.0,1113.0,0.0,0.0,1113.0,1950.0,264.0,0.0,80.0,,0.0,0.0,147000,2
487,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,20,5,7,1,0,1,1,3,1,6,0,2,0,0,6,2007,79.0,10289.0,1965.0,1965,168.0,836.0,0.0,237.0,1073.0,1073.0,0.0,0.0,1073.0,1965.0,515.0,0.0,0.0,0.0,0.0,0.0,156000,42
488,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,,,,WD,Normal,No,20,5,6,0,0,2,0,3,1,7,1,2,0,0,2,2007,70.0,12243.0,1971.0,1971,0.0,998.0,0.0,486.0,1484.0,1484.0,0.0,0.0,1484.0,1971.0,487.0,224.0,0.0,0.0,,0.0,175000,36
489,RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,Fa,CBlock,TA,Fa,No,BLQ,Unf,GasA,TA,N,FuseA,TA,Mod,Gd,Attchd,Unf,TA,Fa,N,,,,ConLD,Normal,No,190,5,4,0,0,2,0,3,2,10,1,2,0,0,5,2006,60.0,10800.0,1900.0,1970,0.0,664.0,0.0,290.0,954.0,1766.0,648.0,0.0,2414.0,1970.0,520.0,142.0,0.0,0.0,0.0,0.0,160000,36
490,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,Gable,CompShg,CemntBd,CmentBd,,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,,Attchd,Unf,TA,TA,Y,,,,WD,Normal,Si,180,4,8,1,0,1,0,1,1,3,0,1,0,0,5,2009,,1526.0,1970.0,2002,0.0,515.0,0.0,115.0,630.0,630.0,0.0,0.0,630.0,1970.0,286.0,0.0,0.0,0.0,0.0,0.0,86000,7
491,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,,TA,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,BuiltIn,Fin,TA,TA,Y,,,,WD,Normal,Si,160,5,6,0,0,1,1,3,1,4,1,1,0,0,6,2008,,2665.0,1976.0,1976,0.0,0.0,0.0,264.0,264.0,616.0,688.0,0.0,1304.0,1976.0,336.0,141.0,24.0,0.0,0.0,0.0,115000,32
492,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,TA,Y,FuseA,Fa,Typ,TA,Attchd,Unf,TA,TA,Y,,MnPrv,,WD,Normal,No,50,6,7,1,0,1,0,3,1,5,2,1,0,0,8,2006,79.0,9490.0,1941.0,1950,0.0,403.0,,238.0,806.0,958.0,620.0,0.0,1578.0,1941.0,240.0,0.0,0.0,,0.0,0.0,133000,56
493,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,,Attchd,RFn,TA,TA,Y,,,,New,Partial,No,60,6,5,0,0,2,1,3,1,8,0,2,0,0,5,2006,105.0,15578.0,2006.0,2006,0.0,0.0,0.0,728.0,728.0,728.0,728.0,0.0,1456.0,2006.0,429.0,0.0,0.0,0.0,0.0,0.0,172785,0
494,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,TA,Y,FuseA,TA,Typ,Fa,Detchd,Unf,TA,TA,Y,,,,WD,Normal,Si,20,5,6,0,0,1,1,3,1,6,1,1,0,0,6,2008,70.0,7931.0,1960.0,1960,0.0,374.0,,363.0,1269.0,1269.0,0.0,0.0,1269.0,1964.0,308.0,0.0,0.0,0.0,0.0,0.0,155000,48
495,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,,Attchd,Unf,TA,TA,Y,,,,WD,Normal,Si,30,5,8,0,0,1,0,2,1,4,0,1,0,0,12,2009,50.0,5784.0,1938.0,1996,0.0,0.0,0.0,190.0,190.0,886.0,0.0,0.0,886.0,1938.0,273.0,144.0,20.0,,0.0,0.0,91300,13
496,C,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,N,FuseA,TA,Typ,,,,,,N,,GdWo,,WD,Abnorml,Si,30,4,5,0,0,1,0,2,1,4,0,0,0,0,11,2009,60.0,7879.0,1920.0,1950,0.0,495.0,0.0,225.0,720.0,720.0,0.0,0.0,720.0,,0.0,0.0,,,0.0,0.0,34900,59
497,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,No,20,8,5,1,0,3,0,4,1,10,1,2,0,0,5,2007,,12692.0,1992.0,1993,0.0,1231.0,0.0,,,,0.0,0.0,,1992.0,546.0,264.0,75.0,,0.0,0.0,430000,14
498,RL,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,Gd,PConc,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,N,,GdPrv,,WD,Normal,Si,50,7,6,1,0,2,0,4,1,8,0,1,0,0,6,2008,60.0,9120.0,1925.0,1950,0.0,329.0,0.0,697.0,1026.0,1133.0,687.0,0.0,1820.0,1925.0,240.0,0.0,100.0,0.0,0.0,0.0,184000,58
499,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,Fin,TA,TA,Y,,MnPrv,,WD,Normal,Si,20,5,7,0,0,1,0,3,1,5,0,1,0,0,6,2009,65.0,7800.0,1967.0,2004,89.0,450.0,0.0,414.0,864.0,899.0,0.0,0.0,899.0,1967.0,288.0,64.0,0.0,0.0,0.0,0.0,130000,5
500,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,Fa,Y,SBrkr,TA,Typ,,Attchd,Fin,TA,TA,Y,,MnWw,Shed,WD,Normal,No,20,5,7,0,1,1,0,2,1,5,0,1,0,0,6,2007,70.0,7535.0,1958.0,1985,0.0,111.0,,522.0,912.0,912.0,0.0,0.0,912.0,1958.0,297.0,12.0,,0.0,0.0,,120000,22
501,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,No,160,6,5,0,0,1,1,3,1,7,0,1,0,0,5,2007,,1890.0,1973.0,1973,285.0,356.0,0.0,316.0,672.0,672.0,546.0,0.0,1218.0,1973.0,264.0,144.0,28.0,0.0,0.0,0.0,113000,34
502,FV,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,Si,60,7,5,0,0,2,1,3,1,7,0,2,0,0,2,2008,75.0,9803.0,2005.0,2005,0.0,400.0,0.0,466.0,866.0,866.0,902.0,0.0,1768.0,2005.0,603.0,0.0,108.0,0.0,0.0,0.0,226700,3
503,RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,,TA,TA,CBlock,TA,TA,No,ALQ,GLQ,GasA,Ex,Y,SBrkr,TA,Typ,,Detchd,Unf,Fa,Fa,Y,,GdPrv,Shed,WD,Normal,No,20,5,7,1,0,1,0,2,1,6,0,2,0,0,4,2007,70.0,9170.0,1965.0,1965,0.0,698.0,,420.0,1214.0,1214.0,0.0,0.0,1214.0,1965.0,461.0,0.0,0.0,,0.0,,140000,42
504,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,,GdWo,,WD,Normal,Si,20,7,8,1,0,2,0,1,1,6,2,2,0,0,3,2010,100.0,15602.0,1959.0,1997,0.0,1247.0,0.0,254.0,1501.0,1801.0,0.0,0.0,1801.0,1959.0,484.0,0.0,54.0,0.0,,0.0,289000,13
505,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,,,,WD,Normal,Si,160,6,5,0,1,2,1,3,1,6,1,2,0,0,6,2009,,2308.0,1974.0,1974,0.0,257.0,,103.0,855.0,855.0,467.0,0.0,1322.0,1974.0,440.0,260.0,0.0,0.0,0.0,0.0,147000,35
